episode_id,state,component_w_state,component_r_state,component_m_state,component_o_state,component_t_state,resolved_m,governance_enabled,expected_rule_ids,selected_rule_ids,fired_rule_ids,advisory_record_count,advisory_conclusion_types,A_AI,F1_violation,F2_violation,F3_mismatch,configuration_failure,evaluation_failure
B5-SA-wSA-rEX-mEX-oSA-tEX-rmnull,SAFE,SAFE,EXCLUDED,EXCLUDED,SAFE,EXCLUDED,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wSA-rEX-mEX-oEX-tSA-rmnull,SAFE,SAFE,EXCLUDED,EXCLUDED,EXCLUDED,SAFE,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wSA-rEX-mEX-oEX-tEX-rmnull,SAFE,SAFE,EXCLUDED,EXCLUDED,EXCLUDED,EXCLUDED,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wEX-rSA-mSA-oSA-tSA-rmnull,SAFE,EXCLUDED,SAFE,SAFE,SAFE,SAFE,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wEX-rSA-mSA-oSA-tEX-rmnull,SAFE,EXCLUDED,SAFE,SAFE,SAFE,EXCLUDED,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wEX-rSA-mSA-oEX-tSA-rmnull,SAFE,EXCLUDED,SAFE,SAFE,EXCLUDED,SAFE,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wEX-rSA-mSA-oEX-tEX-rmnull,SAFE,EXCLUDED,SAFE,SAFE,EXCLUDED,EXCLUDED,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wEX-rSA-mEX-oSA-tSA-rmnull,SAFE,EXCLUDED,SAFE,EXCLUDED,SAFE,SAFE,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wEX-rSA-mEX-oSA-tEX-rmnull,SAFE,EXCLUDED,SAFE,EXCLUDED,SAFE,EXCLUDED,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wEX-rSA-mEX-oEX-tSA-rmnull,SAFE,EXCLUDED,SAFE,EXCLUDED,EXCLUDED,SAFE,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wEX-rSA-mEX-oEX-tEX-rmnull,SAFE,EXCLUDED,SAFE,EXCLUDED,EXCLUDED,EXCLUDED,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wEX-rEX-mSA-oSA-tSA-rmnull,SAFE,EXCLUDED,EXCLUDED,SAFE,SAFE,SAFE,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wEX-rEX-mSA-oSA-tEX-rmnull,SAFE,EXCLUDED,EXCLUDED,SAFE,SAFE,EXCLUDED,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wEX-rEX-mSA-oEX-tSA-rmnull,SAFE,EXCLUDED,EXCLUDED,SAFE,EXCLUDED,SAFE,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wEX-rEX-mSA-oEX-tEX-rmnull,SAFE,EXCLUDED,EXCLUDED,SAFE,EXCLUDED,EXCLUDED,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wEX-rEX-mEX-oSA-tSA-rmnull,SAFE,EXCLUDED,EXCLUDED,EXCLUDED,SAFE,SAFE,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wEX-rEX-mEX-oSA-tEX-rmnull,SAFE,EXCLUDED,EXCLUDED,EXCLUDED,SAFE,EXCLUDED,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wEX-rEX-mEX-oEX-tSA-rmnull,SAFE,EXCLUDED,EXCLUDED,EXCLUDED,EXCLUDED,SAFE,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-SA-wEX-rEX-mEX-oEX-tEX-rmnull,SAFE,EXCLUDED,EXCLUDED,EXCLUDED,EXCLUDED,EXCLUDED,,1,[],[],[],0,[],"[""Delay"", ""DepartureTime"", ""Duration"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mSA-oCA-tSA-rmnull,CAUTION,SAFE,SAFE,SAFE,CAUTION,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mSA-oCA-tSA-rmadvisory,CAUTION,SAFE,SAFE,SAFE,CAUTION,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mSA-oCA-tEX-rmnull,CAUTION,SAFE,SAFE,SAFE,CAUTION,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mSA-oCA-tEX-rmadvisory,CAUTION,SAFE,SAFE,SAFE,CAUTION,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mCA-oSA-tSA-rmnull,CAUTION,SAFE,SAFE,CAUTION,SAFE,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]",[],0,[],"[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mCA-oSA-tSA-rmadvisory,CAUTION,SAFE,SAFE,CAUTION,SAFE,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mCA-oSA-tEX-rmnull,CAUTION,SAFE,SAFE,CAUTION,SAFE,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]",[],0,[],"[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mCA-oSA-tEX-rmadvisory,CAUTION,SAFE,SAFE,CAUTION,SAFE,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mCA-oCA-tSA-rmnull,CAUTION,SAFE,SAFE,CAUTION,CAUTION,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mCA-oCA-tSA-rmadvisory,CAUTION,SAFE,SAFE,CAUTION,CAUTION,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mCA-oCA-tEX-rmnull,CAUTION,SAFE,SAFE,CAUTION,CAUTION,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mCA-oCA-tEX-rmadvisory,CAUTION,SAFE,SAFE,CAUTION,CAUTION,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mCA-oEX-tSA-rmnull,CAUTION,SAFE,SAFE,CAUTION,EXCLUDED,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]",[],0,[],"[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mCA-oEX-tSA-rmadvisory,CAUTION,SAFE,SAFE,CAUTION,EXCLUDED,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mCA-oEX-tEX-rmnull,CAUTION,SAFE,SAFE,CAUTION,EXCLUDED,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]",[],0,[],"[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mCA-oEX-tEX-rmadvisory,CAUTION,SAFE,SAFE,CAUTION,EXCLUDED,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mEX-oCA-tSA-rmnull,CAUTION,SAFE,SAFE,EXCLUDED,CAUTION,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mEX-oCA-tSA-rmadvisory,CAUTION,SAFE,SAFE,EXCLUDED,CAUTION,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mEX-oCA-tEX-rmnull,CAUTION,SAFE,SAFE,EXCLUDED,CAUTION,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rSA-mEX-oCA-tEX-rmadvisory,CAUTION,SAFE,SAFE,EXCLUDED,CAUTION,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mSA-oSA-tSA-rmnull,CAUTION,SAFE,CAUTION,SAFE,SAFE,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-003""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mSA-oSA-tSA-rmadvisory,CAUTION,SAFE,CAUTION,SAFE,SAFE,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mSA-oSA-tEX-rmnull,CAUTION,SAFE,CAUTION,SAFE,SAFE,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-003""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mSA-oSA-tEX-rmadvisory,CAUTION,SAFE,CAUTION,SAFE,SAFE,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mSA-oCA-tSA-rmnull,CAUTION,SAFE,CAUTION,SAFE,CAUTION,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mSA-oCA-tSA-rmadvisory,CAUTION,SAFE,CAUTION,SAFE,CAUTION,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003""]",3,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mSA-oCA-tEX-rmnull,CAUTION,SAFE,CAUTION,SAFE,CAUTION,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mSA-oCA-tEX-rmadvisory,CAUTION,SAFE,CAUTION,SAFE,CAUTION,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003""]",3,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mSA-oEX-tSA-rmnull,CAUTION,SAFE,CAUTION,SAFE,EXCLUDED,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-003""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mSA-oEX-tSA-rmadvisory,CAUTION,SAFE,CAUTION,SAFE,EXCLUDED,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mSA-oEX-tEX-rmnull,CAUTION,SAFE,CAUTION,SAFE,EXCLUDED,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-003""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mSA-oEX-tEX-rmadvisory,CAUTION,SAFE,CAUTION,SAFE,EXCLUDED,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mCA-oSA-tSA-rmnull,CAUTION,SAFE,CAUTION,CAUTION,SAFE,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-003""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mCA-oSA-tSA-rmadvisory,CAUTION,SAFE,CAUTION,CAUTION,SAFE,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mCA-oSA-tEX-rmnull,CAUTION,SAFE,CAUTION,CAUTION,SAFE,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-003""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mCA-oSA-tEX-rmadvisory,CAUTION,SAFE,CAUTION,CAUTION,SAFE,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mCA-oCA-tSA-rmnull,CAUTION,SAFE,CAUTION,CAUTION,CAUTION,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mCA-oCA-tSA-rmadvisory,CAUTION,SAFE,CAUTION,CAUTION,CAUTION,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003""]",3,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mCA-oCA-tEX-rmnull,CAUTION,SAFE,CAUTION,CAUTION,CAUTION,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mCA-oCA-tEX-rmadvisory,CAUTION,SAFE,CAUTION,CAUTION,CAUTION,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003""]",3,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mCA-oEX-tSA-rmnull,CAUTION,SAFE,CAUTION,CAUTION,EXCLUDED,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-003""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
