queue_id,file,section,original_line,value,category,metric_definition,canonical_source,original_status,action,current_text,evidence_note
85,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Introduction,95,2,figure/table value,Literature sample/coding or reported literature quantity,docs/canonical/review-protocol.md; docs/canonical/appendix-c-formalisation.md C.1,current,retained,There are three governance dimensions framing the space of possible mechanisms (Fig. 1). Dimensions 1 and 3 are addressed in existing work; dimension 2 (advisory scope restriction) is not.,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
91,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Introduction,101,1,figure/table value,Literature sample/coding or reported literature quantity,docs/canonical/review-protocol.md; docs/canonical/appendix-c-formalisation.md C.1,current,retained,"The contribution is the second dimension — advisory scope — which existing architectures leave entirely unaddressed. Existing governance mechanisms conflate two distinct variables into a single binary: whether the AI participates. This paper separates them. *G*(*S*) governs participation; *A*_AI(*S*) governs advisory scope. Under *CAUTION* — the novel intermediate state — *G*(*CAUTION*) = 1 (AI active) but *A*_AI(*CAUTION*) = {*Go, Delay*} ⊊ *A*_AI(*SAFE*). A binary architecture has no vocabulary to name this position: for any state where *G* = 1, the full recommendation set is available. *CAUTION* is not a softer version of *SAFE*; it is a formally distinct governance position that binary architectures cannot express.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
92,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Introduction,101,1,figure/table value,Literature sample/coding or reported literature quantity,docs/canonical/review-protocol.md; docs/canonical/appendix-c-formalisation.md C.1,current,retained,"The contribution is the second dimension — advisory scope — which existing architectures leave entirely unaddressed. Existing governance mechanisms conflate two distinct variables into a single binary: whether the AI participates. This paper separates them. *G*(*S*) governs participation; *A*_AI(*S*) governs advisory scope. Under *CAUTION* — the novel intermediate state — *G*(*CAUTION*) = 1 (AI active) but *A*_AI(*CAUTION*) = {*Go, Delay*} ⊊ *A*_AI(*SAFE*). A binary architecture has no vocabulary to name this position: for any state where *G* = 1, the full recommendation set is available. *CAUTION* is not a softer version of *SAFE*; it is a formally distinct governance position that binary architectures cannot express.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
93,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Introduction,103,72,sample size,Literature sample/coding or reported literature quantity,docs/canonical/review-protocol.md; docs/canonical/appendix-c-formalisation.md C.1,current,retained,"Three contributions follow. The first is a review: from 72 papers, complemented by three large-scale systematic reviews involving 532 primary references, it is concluded that no architecture identified restricts AI advisory scope as a function of classified environmental safety state, and that no mechanism within the AI component covers this gap. The second is a graduated safety-state-gated architecture that fills the missing space using a formally bounded governance pair between a participation gate *G*(*S*) and an admissible recommendation space *A*_AI(*S*), both conditioned on the environmental safety state, producing an intermediate *CAUTION* mode: restricted advisory scope under marginal conditions, with neither full output nor complete AI withdrawal. The third is an empirical characterisation of that architecture instantiated at a real deployment site, establishing that the *CAUTION* mode is reached under conditions the operator actually encounters, at a measurable rate, and identifying which components of the classifier carry the classification and which do not.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
94,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Introduction,103,532,sample size,Literature sample/coding or reported literature quantity,docs/canonical/review-protocol.md; docs/canonical/appendix-c-formalisation.md C.1,current,retained,"Three contributions follow. The first is a review: from 72 papers, complemented by three large-scale systematic reviews involving 532 primary references, it is concluded that no architecture identified restricts AI advisory scope as a function of classified environmental safety state, and that no mechanism within the AI component covers this gap. The second is a graduated safety-state-gated architecture that fills the missing space using a formally bounded governance pair between a participation gate *G*(*S*) and an admissible recommendation space *A*_AI(*S*), both conditioned on the environmental safety state, producing an intermediate *CAUTION* mode: restricted advisory scope under marginal conditions, with neither full output nor complete AI withdrawal. The third is an empirical characterisation of that architecture instantiated at a real deployment site, establishing that the *CAUTION* mode is reached under conditions the operator actually encounters, at a measurable rate, and identifying which components of the classifier carry the classification and which do not.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
96,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Methodology,107,206,sample size,Literature sample/coding or reported literature quantity,docs/canonical/review-protocol.md; docs/canonical/appendix-c-formalisation.md C.1,current,retained,"The method of review is not systematic, but rather is structured, with search and coding disciplined, but scope is purposive, extending only to bodies of literature where an advisory-scope restriction mechanism could plausibly appear. Papers were sourced from Scopus, IEEE Xplore, Web of Science, and the ACM Digital Library, using search strings that include AI governance, runtime assurance, safety filters, decision support, autonomy levels, and guardrails; secondary searches focussed on fisheries AI and low-resource deployment. Within this pool of candidates, three systematic reviews were retained as secondary evidence: Indykov et al. [5] (206 papers, 16 architectural tactics), Shamsujjoha et al. [6] (13 guardrail actions, 32 agent studies) and Perez-Cerrolaza et al. [21] (294 references). Seventy-two papers advanced to full review and were assessed against the four dimensions in TABLE I; per-paper assessments live in the corresponding extraction notes, and the distinct governance mechanisms identified across those assessments are summarised in TABLE II. Papers sharing a governance topology were grouped into three paradigms plus an application domain.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
97,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Methodology,107,16,figure/table value,Literature sample/coding or reported literature quantity,docs/canonical/review-protocol.md; docs/canonical/appendix-c-formalisation.md C.1,current,retained,"The method of review is not systematic, but rather is structured, with search and coding disciplined, but scope is purposive, extending only to bodies of literature where an advisory-scope restriction mechanism could plausibly appear. Papers were sourced from Scopus, IEEE Xplore, Web of Science, and the ACM Digital Library, using search strings that include AI governance, runtime assurance, safety filters, decision support, autonomy levels, and guardrails; secondary searches focussed on fisheries AI and low-resource deployment. Within this pool of candidates, three systematic reviews were retained as secondary evidence: Indykov et al. [5] (206 papers, 16 architectural tactics), Shamsujjoha et al. [6] (13 guardrail actions, 32 agent studies) and Perez-Cerrolaza et al. [21] (294 references). Seventy-two papers advanced to full review and were assessed against the four dimensions in TABLE I; per-paper assessments live in the corresponding extraction notes, and the distinct governance mechanisms identified across those assessments are summarised in TABLE II. Papers sharing a governance topology were grouped into three paradigms plus an application domain.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
99,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Methodology,107,13,figure/table value,Literature sample/coding or reported literature quantity,docs/canonical/review-protocol.md; docs/canonical/appendix-c-formalisation.md C.1,current,retained,"The method of review is not systematic, but rather is structured, with search and coding disciplined, but scope is purposive, extending only to bodies of literature where an advisory-scope restriction mechanism could plausibly appear. Papers were sourced from Scopus, IEEE Xplore, Web of Science, and the ACM Digital Library, using search strings that include AI governance, runtime assurance, safety filters, decision support, autonomy levels, and guardrails; secondary searches focussed on fisheries AI and low-resource deployment. Within this pool of candidates, three systematic reviews were retained as secondary evidence: Indykov et al. [5] (206 papers, 16 architectural tactics), Shamsujjoha et al. [6] (13 guardrail actions, 32 agent studies) and Perez-Cerrolaza et al. [21] (294 references). Seventy-two papers advanced to full review and were assessed against the four dimensions in TABLE I; per-paper assessments live in the corresponding extraction notes, and the distinct governance mechanisms identified across those assessments are summarised in TABLE II. Papers sharing a governance topology were grouped into three paradigms plus an application domain.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
100,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Methodology,107,32,sample size,Literature sample/coding or reported literature quantity,docs/canonical/review-protocol.md; docs/canonical/appendix-c-formalisation.md C.1,current,retained,"The method of review is not systematic, but rather is structured, with search and coding disciplined, but scope is purposive, extending only to bodies of literature where an advisory-scope restriction mechanism could plausibly appear. Papers were sourced from Scopus, IEEE Xplore, Web of Science, and the ACM Digital Library, using search strings that include AI governance, runtime assurance, safety filters, decision support, autonomy levels, and guardrails; secondary searches focussed on fisheries AI and low-resource deployment. Within this pool of candidates, three systematic reviews were retained as secondary evidence: Indykov et al. [5] (206 papers, 16 architectural tactics), Shamsujjoha et al. [6] (13 guardrail actions, 32 agent studies) and Perez-Cerrolaza et al. [21] (294 references). Seventy-two papers advanced to full review and were assessed against the four dimensions in TABLE I; per-paper assessments live in the corresponding extraction notes, and the distinct governance mechanisms identified across those assessments are summarised in TABLE II. Papers sharing a governance topology were grouped into three paradigms plus an application domain.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
102,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Methodology,107,294,sample size,Literature sample/coding or reported literature quantity,docs/canonical/review-protocol.md; docs/canonical/appendix-c-formalisation.md C.1,current,retained,"The method of review is not systematic, but rather is structured, with search and coding disciplined, but scope is purposive, extending only to bodies of literature where an advisory-scope restriction mechanism could plausibly appear. Papers were sourced from Scopus, IEEE Xplore, Web of Science, and the ACM Digital Library, using search strings that include AI governance, runtime assurance, safety filters, decision support, autonomy levels, and guardrails; secondary searches focussed on fisheries AI and low-resource deployment. Within this pool of candidates, three systematic reviews were retained as secondary evidence: Indykov et al. [5] (206 papers, 16 architectural tactics), Shamsujjoha et al. [6] (13 guardrail actions, 32 agent studies) and Perez-Cerrolaza et al. [21] (294 references). Seventy-two papers advanced to full review and were assessed against the four dimensions in TABLE I; per-paper assessments live in the corresponding extraction notes, and the distinct governance mechanisms identified across those assessments are summarised in TABLE II. Papers sharing a governance topology were grouped into three paradigms plus an application domain.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
103,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Methodology,114,3,figure/table value,Literature sample/coding or reported literature quantity,docs/canonical/review-protocol.md; docs/canonical/appendix-c-formalisation.md C.1,current,retained,| Runtime adaptation | Binary (on/off) / Graduated (3+ levels) / None |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
112,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,"Authority Allocation: Who Decides, Not What AI May Recommend",134,91,sample size,Literature sample/coding or reported literature quantity,notes/Collaborative Intelligence for Safety-Critical Industries- A Literature Review.md:10,current,retained,"Authority allocation frameworks ask who decides, not what the AI may recommend. Ramos et al., reviewing 91 collaborative intelligence studies, found AI-assisted decision-making dominant across safety-critical industries, but no system varies advisory scope by safety state [11]. Feng et al. propose five levels of autonomy, fixed at design time [12]. Within a cross-domain context, Mussi et al. find all elements of state-conditioned governance across power grids, railway networks and air traffic management, but never assemble these into a runtime model (automation levels are set before deployment and do not change) [30]. As conditions change, the advisory scope does not.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
128,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,152,206,sample size,Literature sample/coding or reported literature quantity,docs/canonical/review-protocol.md; docs/canonical/appendix-c-formalisation.md C.1,current,retained,"Four literature streams point to the same absence independently. Indykov et al. surveyed 206 papers and found a Safety score of zero for AT11 (rule-based models): despite Safety being one of the two most frequently cited quality attributes, no architectural tactic has been proven to have formal positive influence on it [5]. The Swiss Cheese Model by Shamsujjoha et al. covers 13 guardrail actions for content filtering, blocking and validation; none conditions advisory scope on dynamic environmental risk [6]. The adaptive architectures studied, Flehmig et al. [7], Kang [22], and Ghaleb et al. [24], apply their intermediate tiers to human audit escalation or execution deferral, not to what the AI may say. Behavioural frameworks like Sahoo's [23] throttle the execution space of acting agents, not the recommendation menus presented to human decision-makers.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
130,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,152,13,figure/table value,Literature sample/coding or reported literature quantity,docs/canonical/review-protocol.md; docs/canonical/appendix-c-formalisation.md C.1,current,retained,"Four literature streams point to the same absence independently. Indykov et al. surveyed 206 papers and found a Safety score of zero for AT11 (rule-based models): despite Safety being one of the two most frequently cited quality attributes, no architectural tactic has been proven to have formal positive influence on it [5]. The Swiss Cheese Model by Shamsujjoha et al. covers 13 guardrail actions for content filtering, blocking and validation; none conditions advisory scope on dynamic environmental risk [6]. The adaptive architectures studied, Flehmig et al. [7], Kang [22], and Ghaleb et al. [24], apply their intermediate tiers to human audit escalation or execution deferral, not to what the AI may say. Behavioural frameworks like Sahoo's [23] throttle the execution space of acting agents, not the recommendation menus presented to human decision-makers.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
284,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Domain Instantiation,383,23,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/report-c8-migration-2026-09-08.md; data/c8/canonical-results-post-migration.txt; docs/canonical/appendix-c-formalisation.md C.2,stale,changed,"The architecture is being developed as a formally specified prototype for AI departure decision support in small-scale coastal fisheries in Malaysia (Kota Kinabalu, Sabah). *E* = {*w, r, m, o, v, t*} where *w* is wind speed (sustained, knots), *r* is rainfall intensity in mm/hr, *m* is marine warning level, *o* is ocean state (significant wave height), *v* is vessel category by gross registered tonnage and *t* is time of day. Thresholds for *w*, *r* and *m* are anchored to MET Malaysia published warning criteria; the vessel-conditional rows of *g*_o draw on seakeeping analysis of Malaysian hulls and a length-dependent capsizing formula derived from a 23-year Korean accident record. The deployment population operates vessels below 40 GRT, so the small-vessel row of TABLE IIIb is the operative case. The Symbolic AI Reasoning Engine enforces the Safety Dominance Property by construction, satisfying the offline-first and computationally lightweight requirements of the low-resource deployment context. A dual-threshold hysteresis smoothing layer over the discrete state transitions is available at the deployment floor, drawing on the runtime-gating stability of Ghaleb et al. [24], to damp mode-chattering at the classification boundaries of *S* = *f*(*E*). Measured on five years of site data, however, chattering occurs approximately fourteen times per year and hysteresis reduces condition-driven transitions by 6.2%; the layer is retained as a precaution rather than a demonstrated requirement.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
285,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Domain Instantiation,383,40,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/report-c8-migration-2026-09-08.md; data/c8/canonical-results-post-migration.txt; docs/canonical/appendix-c-formalisation.md C.2,stale,changed,"The architecture is being developed as a formally specified prototype for AI departure decision support in small-scale coastal fisheries in Malaysia (Kota Kinabalu, Sabah). *E* = {*w, r, m, o, v, t*} where *w* is wind speed (sustained, knots), *r* is rainfall intensity in mm/hr, *m* is marine warning level, *o* is ocean state (significant wave height), *v* is vessel category by gross registered tonnage and *t* is time of day. Thresholds for *w*, *r* and *m* are anchored to MET Malaysia published warning criteria; the vessel-conditional rows of *g*_o draw on seakeeping analysis of Malaysian hulls and a length-dependent capsizing formula derived from a 23-year Korean accident record. The deployment population operates vessels below 40 GRT, so the small-vessel row of TABLE IIIb is the operative case. The Symbolic AI Reasoning Engine enforces the Safety Dominance Property by construction, satisfying the offline-first and computationally lightweight requirements of the low-resource deployment context. A dual-threshold hysteresis smoothing layer over the discrete state transitions is available at the deployment floor, drawing on the runtime-gating stability of Ghaleb et al. [24], to damp mode-chattering at the classification boundaries of *S* = *f*(*E*). Measured on five years of site data, however, chattering occurs approximately fourteen times per year and hysteresis reduces condition-driven transitions by 6.2%; the layer is retained as a precaution rather than a demonstrated requirement.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
287,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Domain Instantiation,383,6.2%,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/report-c8-migration-2026-09-08.md; data/c8/canonical-results-post-migration.txt; docs/canonical/appendix-c-formalisation.md C.2,stale,changed,"The architecture is being developed as a formally specified prototype for AI departure decision support in small-scale coastal fisheries in Malaysia (Kota Kinabalu, Sabah). *E* = {*w, r, m, o, v, t*} where *w* is wind speed (sustained, knots), *r* is rainfall intensity in mm/hr, *m* is marine warning level, *o* is ocean state (significant wave height), *v* is vessel category by gross registered tonnage and *t* is time of day. Thresholds for *w*, *r* and *m* are anchored to MET Malaysia published warning criteria; the vessel-conditional rows of *g*_o draw on seakeeping analysis of Malaysian hulls and a length-dependent capsizing formula derived from a 23-year Korean accident record. The deployment population operates vessels below 40 GRT, so the small-vessel row of TABLE IIIb is the operative case. The Symbolic AI Reasoning Engine enforces the Safety Dominance Property by construction, satisfying the offline-first and computationally lightweight requirements of the low-resource deployment context. A dual-threshold hysteresis smoothing layer over the discrete state transitions is available at the deployment floor, drawing on the runtime-gating stability of Ghaleb et al. [24], to damp mode-chattering at the classification boundaries of *S* = *f*(*E*). Measured on five years of site data, however, chattering occurs approximately fourteen times per year and hysteresis reduces condition-driven transitions by 6.2%; the layer is retained as a precaution rather than a demonstrated requirement.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
309,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Domain Instantiation,432,1.1,figure/table value,Configured threshold or cited hull-study value; hypothetical contrasts remain illustrative,docs/canonical/appendix-c-formalisation.md C.1/C.2,current,retained, and the sea state. At 1.1 m the sea is CAUTION for this small vessel but would classify SAFE for a vessel > 25 GRT.,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
