file,section,line,metric_name,value,canonical_expected,classification,audit_status,context,note
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,20,not yet mapped: numeric token,5,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,REVIEW OUTCOME (v2.5): REJECTED,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,21,not yet mapped: numeric token,1,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,  Review 1 — accept w/ minor revision; check comparative table; add experimental,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,23,not yet mapped: numeric token,2,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,  Review 2 — DISREGARD. Reviews a different paper entirely (Twitter bot,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,24,not yet mapped: numeric token,22,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"             detection, TwiBot-22, F1 0.552, SHAP, BotRGCN; names the AMICT",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,24,not yet mapped: numeric token,0.552,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"             detection, TwiBot-22, F1 0.552, SHAP, BotRGCN; names the AMICT",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,26,not yet mapped: numeric token,3,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"  Review 3 — reject; ""lacks the technical and empirical evidence necessary to",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,31,not yet mapped: numeric token,1,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,      New TABLE IIIb + rationale subsection; Theorem 1 product-domain proof;,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,32,not yet mapped: numeric token,1,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,      Algorithm 1 five terms; complexity claim; Threats to Validity qualified.,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,33,not yet mapped: numeric token,4,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,  [x] Fig. 4 — all three panels now carry numeric values and per-component,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,37,not yet mapped: numeric token,27,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,  [x] Citation error found and fixed: Ghaleb et al. was cited as [27] in Domain,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,38,not yet mapped: numeric token,27,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,      Instantiation; [27] is Cash et al. Corrected to [24]. NOT in revision-notes.,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,38,not yet mapped: numeric token,24,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,      Instantiation; [27] is Cash et al. Corrected to [24]. NOT in revision-notes.,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,39,not yet mapped: numeric token,1.9,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,  [x] Threshold amendment applied: small-vessel UNSAFE 1.9 -> 1.25 m (Yaakob,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,39,not yet mapped: numeric token,1.25,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,  [x] Threshold amendment applied: small-vessel UNSAFE 1.9 -> 1.25 m (Yaakob,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,40,not yet mapped: numeric token,4,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      operational ceiling, not failure point). Fig. 4 corrected — the header",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,41,not yet mapped: numeric token,1.9,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,      note still read 1.9 m and the mid-morning ocean value of 1.4 m would,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,41,not yet mapped: numeric token,1.4,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,      note still read 1.9 m and the mid-morning ocean value of 1.4 m would,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,42,not yet mapped: numeric token,1.1,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      have classified UNSAFE, not CAUTION, under the amended row. Now 1.1 m.",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,43,not yet mapped: numeric token,6,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"  [x] Mode-chattering claim qualified, not dropped (F-6). Both occurrences.",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,45,not yet mapped: numeric token,2,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,      Five results + TABLE VI (component binding shares). Headline: Level 2,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,46,not yet mapped: numeric token,5.81%,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      binds 5.81% of departure hours (5 yr) / 4.48% (3.25 yr, finer waves).",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,46,not yet mapped: numeric token,5,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      binds 5.81% of departure hours (5 yr) / 4.48% (3.25 yr, finer waves).",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,46,not yet mapped: numeric token,4.48%,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      binds 5.81% of departure hours (5 yr) / 4.48% (3.25 yr, finer waves).",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,46,not yet mapped: numeric token,3.25,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      binds 5.81% of departure hours (5 yr) / 4.48% (3.25 yr, finer waves).",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,47,not yet mapped: numeric token,1,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      Answers Review 1 (""add experimental validation"") and Review 3",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,47,not yet mapped: numeric token,3,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      Answers Review 1 (""add experimental validation"") and Review 3",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,50,not yet mapped: numeric token,100%,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      REMOVED — the previous text asserted ""100% Safety Dominance compliance",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,51,not yet mapped: numeric token,20,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      across all 20 test scenarios"" as a completed fidelity check. The",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,54,not yet mapped: numeric token,20,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,      20 scenarios rewritten to match what was actually done.,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,57,not yet mapped: numeric token,6,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,      Result 6 + TABLE VII in Empirical Characterisation. C3 diverges from C1,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,58,not yet mapped: numeric token,0.00%,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,      in 0.00% of hours: the closest structural precedent is output-equivalent,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,59,not yet mapped: numeric token,1,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,      to a plain binary gate — in BOTH configurations. Also isolates Level 1,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,60,not yet mapped: numeric token,42.88%,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,      (42.88%) from Level 2 (5.81%). P21-P24 registered before the run and,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,60,not yet mapped: numeric token,2,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,      (42.88%) from Level 2 (5.81%). P21-P24 registered before the run and,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,60,not yet mapped: numeric token,5.81%,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,      (42.88%) from Level 2 (5.81%). P21-P24 registered before the run and,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,62,not yet mapped: numeric token,3,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,      Answers Review 3's novelty objection with a measurement.,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,63,not yet mapped: numeric token,2026,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"  [x] DUAL-CONFIGURATION REPORTING adopted (""option C"", 2026-09-06). A",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,63,not yet mapped: numeric token,09,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"  [x] DUAL-CONFIGURATION REPORTING adopted (""option C"", 2026-09-06). A",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,63,not yet mapped: numeric token,06,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"  [x] DUAL-CONFIGURATION REPORTING adopted (""option C"", 2026-09-06). A",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,65,not yet mapped: numeric token,6.1%,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      6.1% came from MFWAM, which starts Oct 2021 — 3.25 years. Worse, F-4",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,65,not yet mapped: numeric token,2021,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      6.1% came from MFWAM, which starts Oct 2021 — 3.25 years. Worse, F-4",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,65,not yet mapped: numeric token,3.25,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      6.1% came from MFWAM, which starts Oct 2021 — 3.25 years. Worse, F-4",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,65,not yet mapped: numeric token,4,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      6.1% came from MFWAM, which starts Oct 2021 — 3.25 years. Worse, F-4",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,66,not yet mapped: numeric token,7,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      and F-7 (10.7%, 97.5%, 3.4%, 88.2%) reproduced ONLY under the v1",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,66,not yet mapped: numeric token,10.7%,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      and F-7 (10.7%, 97.5%, 3.4%, 88.2%) reproduced ONLY under the v1",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,66,not yet mapped: numeric token,97.5%,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      and F-7 (10.7%, 97.5%, 3.4%, 88.2%) reproduced ONLY under the v1",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,66,not yet mapped: numeric token,3.4%,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      and F-7 (10.7%, 97.5%, 3.4%, 88.2%) reproduced ONLY under the v1",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,66,not yet mapped: numeric token,88.2%,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      and F-7 (10.7%, 97.5%, 3.4%, 88.2%) reproduced ONLY under the v1",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,67,not yet mapped: numeric token,1.9,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,      LAND-cell data AND the superseded 1.9 m threshold: propagating the,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,70,not yet mapped: numeric token,5.00,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      on sea-cell data, reported as PRIMARY (5.00 yr, ERA5-Ocean 50 km) and",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,70,not yet mapped: numeric token,50,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      on sea-cell data, reported as PRIMARY (5.00 yr, ERA5-Ocean 50 km) and",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,71,not yet mapped: numeric token,3.25,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      RESOLUTION (3.25 yr, MFWAM 8 km).",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,71,not yet mapped: numeric token,8,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      RESOLUTION (3.25 yr, MFWAM 8 km).",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,72,not yet mapped: numeric token,3,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"  [ ] Layer 3 rule engine unbuilt, so the comparison is at the ADMISSIBLE-SET",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,73,not yet mapped: numeric token,6,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"      level, not AI(E) content. Disclosed in Result 6 and Threats to Validity.",comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,76,not yet mapped: numeric token,7,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,      next-steps paragraph. Generalisation gains the F-7 scope statement —,comment/provenance
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,83,not yet mapped: numeric token,7.7%,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"*Abstract--- How should AI advisory behaviour adapt as operational conditions deteriorate? Existing governance mechanisms are uniformly binary, meaning that the AI either generates its full recommendation set or is blocked entirely. This paper explores the available literature for the areas of AI governance, runtime assurance, human-AI collaboration, and deployment in low-resource settings, identifying how existing architectures limit the scope of AI advisory as environmental risk increases and providing motivation for a new governance architecture. Mechanistic studies show that there are three limitations: the inference pipeline is structurally fixed, the exploration of reasoning is a property of the decoding procedure and not a content-conditioned adaptation, and self-assessed confidence is unreliable and insensitive to past performance. Large-scale systematic reviews revealed that no architectural tactic demonstrated a formally positive impact on safety, while the most detailed guardrail taxonomy did not include a mechanism for restricting advisory scope based on environmental risk. Binary governance thus leaves intermediate-risk conditions structurally unaddressed: operators in low-resource settings either get full-scope tactical recommendations, or they do not get any. To address this gap, we propose a graduated safety-state-gated architecture, in which a participation gate and an AI advisory gate, both conditioned on the environmental safety state, produce an intermediate caution mode with formally restricted advisory scope. Three properties are proved: totality of the classifier, monotonic contraction of advisory scope, and safety dominance by construction. The architecture is instantiated for small-scale coastal fisheries and its governance layer executed against five years of hourly environmental data for the deployment site. The caution mode binds in 7.7% of departure-window hours for the operative vessel class over the full five-year record, and 6.0% when the wave input is replaced by a higher-resolution model covering a shorter period — conditions under which a binary architecture supplies its full recommendation set and this architecture withholds tactical output. Against the same record, a traffic-light baseline built on the closest structural precedent in the reviewed literature is shown to be output-equivalent to a plain binary gate, diverging from it in 0.00% of hours, which establishes the governance gap as a measurement rather than a claim. Predictions were pre-registered with numeric bounds before each analysis; twenty-two of twenty-four were confirmed and two refuted. Two predictions were additionally re-resolved when threshold provenance audits changed the specification they had been scored against — in one case reversing a refutation into a confirmation, in the other the reverse. Because no incident record exists for the site, the evaluation is a characterisation of governance behaviour and not a validation of classification correctness.*","Numeric extraction only; may be citation, date, identifier, illustration or result; semantic inventory incomplete."
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,83,not yet mapped: numeric token,6.0%,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"*Abstract--- How should AI advisory behaviour adapt as operational conditions deteriorate? Existing governance mechanisms are uniformly binary, meaning that the AI either generates its full recommendation set or is blocked entirely. This paper explores the available literature for the areas of AI governance, runtime assurance, human-AI collaboration, and deployment in low-resource settings, identifying how existing architectures limit the scope of AI advisory as environmental risk increases and providing motivation for a new governance architecture. Mechanistic studies show that there are three limitations: the inference pipeline is structurally fixed, the exploration of reasoning is a property of the decoding procedure and not a content-conditioned adaptation, and self-assessed confidence is unreliable and insensitive to past performance. Large-scale systematic reviews revealed that no architectural tactic demonstrated a formally positive impact on safety, while the most detailed guardrail taxonomy did not include a mechanism for restricting advisory scope based on environmental risk. Binary governance thus leaves intermediate-risk conditions structurally unaddressed: operators in low-resource settings either get full-scope tactical recommendations, or they do not get any. To address this gap, we propose a graduated safety-state-gated architecture, in which a participation gate and an AI advisory gate, both conditioned on the environmental safety state, produce an intermediate caution mode with formally restricted advisory scope. Three properties are proved: totality of the classifier, monotonic contraction of advisory scope, and safety dominance by construction. The architecture is instantiated for small-scale coastal fisheries and its governance layer executed against five years of hourly environmental data for the deployment site. The caution mode binds in 7.7% of departure-window hours for the operative vessel class over the full five-year record, and 6.0% when the wave input is replaced by a higher-resolution model covering a shorter period — conditions under which a binary architecture supplies its full recommendation set and this architecture withholds tactical output. Against the same record, a traffic-light baseline built on the closest structural precedent in the reviewed literature is shown to be output-equivalent to a plain binary gate, diverging from it in 0.00% of hours, which establishes the governance gap as a measurement rather than a claim. Predictions were pre-registered with numeric bounds before each analysis; twenty-two of twenty-four were confirmed and two refuted. Two predictions were additionally re-resolved when threshold provenance audits changed the specification they had been scored against — in one case reversing a refutation into a confirmation, in the other the reverse. Because no incident record exists for the site, the evaluation is a characterisation of governance behaviour and not a validation of classification correctness.*","Numeric extraction only; may be citation, date, identifier, illustration or result; semantic inventory incomplete."
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Preamble,83,not yet mapped: numeric token,0.00%,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"*Abstract--- How should AI advisory behaviour adapt as operational conditions deteriorate? Existing governance mechanisms are uniformly binary, meaning that the AI either generates its full recommendation set or is blocked entirely. This paper explores the available literature for the areas of AI governance, runtime assurance, human-AI collaboration, and deployment in low-resource settings, identifying how existing architectures limit the scope of AI advisory as environmental risk increases and providing motivation for a new governance architecture. Mechanistic studies show that there are three limitations: the inference pipeline is structurally fixed, the exploration of reasoning is a property of the decoding procedure and not a content-conditioned adaptation, and self-assessed confidence is unreliable and insensitive to past performance. Large-scale systematic reviews revealed that no architectural tactic demonstrated a formally positive impact on safety, while the most detailed guardrail taxonomy did not include a mechanism for restricting advisory scope based on environmental risk. Binary governance thus leaves intermediate-risk conditions structurally unaddressed: operators in low-resource settings either get full-scope tactical recommendations, or they do not get any. To address this gap, we propose a graduated safety-state-gated architecture, in which a participation gate and an AI advisory gate, both conditioned on the environmental safety state, produce an intermediate caution mode with formally restricted advisory scope. Three properties are proved: totality of the classifier, monotonic contraction of advisory scope, and safety dominance by construction. The architecture is instantiated for small-scale coastal fisheries and its governance layer executed against five years of hourly environmental data for the deployment site. The caution mode binds in 7.7% of departure-window hours for the operative vessel class over the full five-year record, and 6.0% when the wave input is replaced by a higher-resolution model covering a shorter period — conditions under which a binary architecture supplies its full recommendation set and this architecture withholds tactical output. Against the same record, a traffic-light baseline built on the closest structural precedent in the reviewed literature is shown to be output-equivalent to a plain binary gate, diverging from it in 0.00% of hours, which establishes the governance gap as a measurement rather than a claim. Predictions were pre-registered with numeric bounds before each analysis; twenty-two of twenty-four were confirmed and two refuted. Two predictions were additionally re-resolved when threshold provenance audits changed the specification they had been scored against — in one case reversing a refutation into a confirmation, in the other the reverse. Because no incident record exists for the site, the evaluation is a characterisation of governance behaviour and not a validation of classification correctness.*","Numeric extraction only; may be citation, date, identifier, illustration or result; semantic inventory incomplete."
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Introduction,89,not yet mapped: numeric token,"1,000",PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"AI decision support is growing more prevalent in safety-critical, human-in-the-loop scenarios across healthcare, industrial operations, autonomous transportation, and maritime operations. The governance accompanying this expansion is not keeping pace. Reuel et al. surveyed 1,000 organisations across 20 industries and found that none had reached both planning and operational AI governance maturity simultaneously, a systematic gap they warned ""could lead to increased (public) risks from AI systems"" [28]. In the event that process-level governance is not reliable, the safety argument falls to the architecture. The question is what that architecture should do as conditions deteriorate, specifically during the marginal conditions between the safe-to-dangerous endpoints.","Numeric extraction only; may be citation, date, identifier, illustration or result; semantic inventory incomplete."
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Introduction,89,not yet mapped: numeric token,20,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"AI decision support is growing more prevalent in safety-critical, human-in-the-loop scenarios across healthcare, industrial operations, autonomous transportation, and maritime operations. The governance accompanying this expansion is not keeping pace. Reuel et al. surveyed 1,000 organisations across 20 industries and found that none had reached both planning and operational AI governance maturity simultaneously, a systematic gap they warned ""could lead to increased (public) risks from AI systems"" [28]. In the event that process-level governance is not reliable, the safety argument falls to the architecture. The question is what that architecture should do as conditions deteriorate, specifically during the marginal conditions between the safe-to-dangerous endpoints.","Numeric extraction only; may be citation, date, identifier, illustration or result; semantic inventory incomplete."
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Introduction,89,not yet mapped: numeric token,28,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"AI decision support is growing more prevalent in safety-critical, human-in-the-loop scenarios across healthcare, industrial operations, autonomous transportation, and maritime operations. The governance accompanying this expansion is not keeping pace. Reuel et al. surveyed 1,000 organisations across 20 industries and found that none had reached both planning and operational AI governance maturity simultaneously, a systematic gap they warned ""could lead to increased (public) risks from AI systems"" [28]. In the event that process-level governance is not reliable, the safety argument falls to the architecture. The question is what that architecture should do as conditions deteriorate, specifically during the marginal conditions between the safe-to-dangerous endpoints.","Numeric extraction only; may be citation, date, identifier, illustration or result; semantic inventory incomplete."
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Introduction,91,not yet mapped: numeric token,4,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"Current systems see this as a binary: the AI makes its entire set of recommendations or it is turned off. In cases where a binary gate receives marginal conditions, it simply assumes them to be safe, leaving the operator with full-scope tactical advice that the underlying data may no longer support. Wen et al. report the impact, noting that users receiving AI output under deteriorating conditions tend toward over-reliance, accepting recommendations they should question [4]. The question for this review is whether any existing mechanism limits what an AI may recommend, as distinct from whether it may participate at all.","Numeric extraction only; may be citation, date, identifier, illustration or result; semantic inventory incomplete."
publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Introduction,93,not yet mapped: numeric token,40,PENDING — SC-3 stopped traceability review,ambiguous,AMBIGUOUS,"Where a governance failure occurs without any institutional layer to compensate, the stakes are highest. In Malaysia, the choice is made by small-scale fishers on their own, every morning, without support, on vessels under 40 gross register tonnage, with traditional weather knowledge that is eroding as climate patterns shift [1]. The risk profile is documented: wind, weather, and visibility account for 26.7% of maritime accident causes, and small vessels have the highest mean fatality rank for all vessels tested [2]; combined night navigation and heavy weather has the highest consequence scores of any condition tested [3].","Numeric extraction only; may be citation, date, identifier, illustration or result; semantic inventory incomplete."
